S. No.,University Name,College Name,College Type,State Name,District Name
29404,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Vydehi Institute of Dental Sciences & Research Centre (Id: C-40283),Affiliated College,Karnataka,Bangalore
29405,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Vydehi Institute of Medical Sciences (Id: C-40421),Affiliated College,Karnataka,Bangalore
29406,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Vydehi Institute of Nursing Sciences & Research Centre (Id: C-40171),Affiliated College,Karnataka,Bangalore
29407,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Vydehi Inst. of Medical Sciences (Id: C-40332),Affiliated College,Karnataka,Bangalore
29408,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Vydehi Inst. of Medical Sciences5 (Id: C-40266),Affiliated College,Karnataka,Bangalore
29409,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Vydehi Inst. of Medical Sciences_Paramedical (Id: C-40446),Affiliated College,Karnataka,Bangalore
29410,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Wochardt Inst. of Medical (Id: C-40546),Affiliated College,Karnataka,Bangalore
29411,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Wockhardt / Fortis Inst. of OTT (Id: C-40156),Affiliated College,Karnataka,Bangalore
29412,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Wockhardt Institute of Nursing (Id: C-40217),Affiliated College,Karnataka,Bangalore
29413,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Zulekha Nursing College (Id: C-40423),Affiliated College,Karnataka,Dakshina Kannada
29414,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES (Id: U-0632),"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR (Id: C-45101)",PG Center / Off-Campus Center,Telangana,Adilabad
29415,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES (Id: U-0632),"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, NUZVID (Id: C-45100)",PG Center / Off-Campus Center,Andhra Pradesh,Krishna
29416,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES (Id: U-0632),"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, RK VALLEY (Id: C-45102)",PG Center / Off-Campus Center,Andhra Pradesh,Y.S.R.
29417,"Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya, Gwalior (Id: U-0288)","BHAGWANT RAO MANDALOI, COLLEGE OF AGRICULTURE, KHANDWA (Id: C-45271)",Constituent / University College,Madhya Pradesh,Khandwa
29418,"Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya, Gwalior (Id: U-0288)","COLLEGE OF AGRICULTURE, GWALIOR (Id: C-45268)",Constituent / University College,Madhya Pradesh,Gwalior
29419,"Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya, Gwalior (Id: U-0288)","COLLEGE OF AGRICULTURE, INDORE (Id: C-45269)",Constituent / University College,Madhya Pradesh,Indore
29420,"Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya, Gwalior (Id: U-0288)","KNK COLLEGE OF HORTICULTURE, MANDSAUR (Id: C-45272)",Constituent / University College,Madhya Pradesh,Mandsaur
29421,"Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya, Gwalior (Id: U-0288)","R A K COLLEGE OF AGRICULTURE, SEHORE (Id: C-45270)",Constituent / University College,Madhya Pradesh,Sehore
29422,"Ramakrishna Mission Vivekananda Educational and Research Institute, Howrah (Id: U-0582)","FoIRDM, Ramakrishna Mission Vivekananda University (Id: C-35001)",PG Center / Off-Campus Center,West Bengal,South Twenty Four Parganas
29423,"Ramakrishna Mission Vivekananda Educational and Research Institute, Howrah (Id: U-0582)","FoIRTDM, Ramakrishna Mission Vivekananda University (Id: C-35002)",PG Center / Off-Campus Center,Jharkhand,Ranchi
29424,"Ramakrishna Mission Vivekananda Educational and Research Institute, Howrah (Id: U-0582)","SoRSPE, Ramakrishna Mission Vivekananda University (Id: C-35003)",PG Center / Off-Campus Center,Tamil Nadu,Coimbatore
29425,"Ramakrishna Mission Vivekananda Educational and Research Institute, Howrah (Id: U-0582)","VRC, Ramakrishna Mission Vivekananda Univeristy (Id: C-35004)",PG Center / Off-Campus Center,West Bengal,Kolkata
29426,"Ranchi University, Ranchi (Id: U-0209)",ABDUL RAZAK MEMORIAL B.ED. COLLEGE (Id: C-47744),Affiliated College,Jharkhand,Ranchi
29427,"Ranchi University, Ranchi (Id: U-0209)","ABDUL RAZAK MEMORIAL NURSING COLLEGE, IRBA RANCHI (Id: C-47741)",Affiliated College,Jharkhand,Ranchi
29428,"Ranchi University, Ranchi (Id: U-0209)",Alice Institute of Technology (Id: C-43262),Affiliated College,Jharkhand,Ranchi
29429,"Ranchi University, Ranchi (Id: U-0209)","AVIRAM COLLEGE OF EDUCATION FOR B.ED COURSES, KURU (Id: C-47760)",Affiliated College,Jharkhand,Lohardaga
29430,"Ranchi University, Ranchi (Id: U-0209)","BASIA COLLEGE, BASIA (Id: C-47758)",Affiliated College,Jharkhand,Gumla
29431,"Ranchi University, Ranchi (Id: U-0209)",Bethesda Teacher Training College (Id: C-15070),Affiliated College,Jharkhand,Ranchi
29432,"Ranchi University, Ranchi (Id: U-0209)","BHARTI B.ED COLLEGE, KANDRI (Id: C-47746)",Affiliated College,Jharkhand,Ranchi
29433,"Ranchi University, Ranchi (Id: U-0209)",Birsa College (Id: C-15047),Constituent / University College,Jharkhand,Khunti
29434,"Ranchi University, Ranchi (Id: U-0209)","B. N. J. College, Sisai (Id: C-15043)",Constituent / University College,Jharkhand,Gumla
29435,"Ranchi University, Ranchi (Id: U-0209)",B. S. College (Id: C-15044),Constituent / University College,Jharkhand,Lohardaga
29436,"Ranchi University, Ranchi (Id: U-0209)",CAMBRIDGE INSTITUTE OF TEACHER'S EDUCATION TATISILWAI (Id: C-47754),Affiliated College,Jharkhand,Ranchi
29437,"Ranchi University, Ranchi (Id: U-0209)",Cambridge Institute of Technology (Id: C-43257),Affiliated College,Jharkhand,Ranchi
29438,"Ranchi University, Ranchi (Id: U-0209)",Central Institute of Psychiatry (Id: C-43263),Affiliated College,Jharkhand,Ranchi
29439,"Ranchi University, Ranchi (Id: U-0209)",C. N. Law College (Id: C-15065),Affiliated College,Jharkhand,Ranchi
29440,"Ranchi University, Ranchi (Id: U-0209)",College of Life Sciences (Id: C-15057),Affiliated College,Jharkhand,Ranchi
29441,"Ranchi University, Ranchi (Id: U-0209)",Doranda College (Id: C-15050),Constituent / University College,Jharkhand,Ranchi
29442,"Ranchi University, Ranchi (Id: U-0209)",Dumri College (Id: C-15075),Affiliated College,Jharkhand,Gumla
29443,"Ranchi University, Ranchi (Id: U-0209)","FATMA B.ED. CHANDWAY DUBALIYA, KANKE (Id: C-47749)",Affiliated College,Jharkhand,Ranchi
29444,"Ranchi University, Ranchi (Id: U-0209)",Gossner College (Id: C-15049),Affiliated College,Jharkhand,Ranchi
29445,"Ranchi University, Ranchi (Id: U-0209)",Govt. Training College (Id: C-15055),Affiliated College,Jharkhand,Ranchi
29446,"Ranchi University, Ranchi (Id: U-0209)",Govt. Training Girls College (Id: C-15054),Affiliated College,Jharkhand,Ranchi
29447,"Ranchi University, Ranchi (Id: U-0209)","JAIPURIA B.ED. COLLEGE, ANGARA (Id: C-47755)",Affiliated College,Jharkhand,Ranchi
29448,"Ranchi University, Ranchi (Id: U-0209)","J.D NATIONAL B.ED COLLEGE, JANUM, ANGARA (Id: C-47750)",Affiliated College,Jharkhand,Ranchi
29449,"Ranchi University, Ranchi (Id: U-0209)",J. N. College (Id: C-15056),Constituent / University College,Jharkhand,Ranchi
29450,"Ranchi University, Ranchi (Id: U-0209)","K. C. Bhagat College, Bero (Id: C-15068)",Constituent / University College,Jharkhand,Ranchi
29451,"Ranchi University, Ranchi (Id: U-0209)",K. O. College (Id: C-15063),Constituent / University College,Jharkhand,Gumla
29452,"Ranchi University, Ranchi (Id: U-0209)",MAA KALAWATI INSTITUTE OF HEALTH EDUCATION AND RESEARCH CENTRE (Id: C-49214),Affiliated College,Jharkhand,Ranchi
29453,"Ranchi University, Ranchi (Id: U-0209)","Mandar College, Mandar (Id: C-15072)",Constituent / University College,Jharkhand,Ranchi
29454,"Ranchi University, Ranchi (Id: U-0209)","MANRAKHAN B.ED COLLEGE, KEDA (Id: C-47748)",Affiliated College,Jharkhand,Ranchi
29455,"Ranchi University, Ranchi (Id: U-0209)",Marwari College (Id: C-15064),Constituent / University College,Jharkhand,Ranchi
29456,"Ranchi University, Ranchi (Id: U-0209)",Maulana Azad College (Id: C-15066),Affiliated College,Jharkhand,Ranchi
29457,"Ranchi University, Ranchi (Id: U-0209)",METAS COLLEGE OF B.B.A & B.C.A BARIYATU ROAD RANCHI (Id: C-47740),Affiliated College,Jharkhand,Ranchi
29458,"Ranchi University, Ranchi (Id: U-0209)",METAS COLLEGE OF NURSING BARIYATU ROAD RANCHI (Id: C-47739),Affiliated College,Jharkhand,Ranchi
29459,"Ranchi University, Ranchi (Id: U-0209)","MOTHER ZIRAMANI T.T COLLEGE, ORMANJHI (Id: C-47753)",Affiliated College,Jharkhand,Ranchi
29460,"Ranchi University, Ranchi (Id: U-0209)","MOTI RAJ DAVI TEACHERS TRANING COLLEGE ANANDI, ORMANJHI (Id: C-47757)",Affiliated College,Jharkhand,Ranchi
29461,"Ranchi University, Ranchi (Id: U-0209)",National Institute of Foundry and Forge Technology (NIFFT) (Id: C-43264),Affiliated College,Jharkhand,Ranchi
29462,"Ranchi University, Ranchi (Id: U-0209)",NILAI EDUCATIONAL TRUST'S GROUP OF INSTITUATION (Id: C-47742),Affiliated College,Jharkhand,Ranchi
29463,"Ranchi University, Ranchi (Id: U-0209)",Nirmala College (Id: C-15073),Affiliated College,Jharkhand,Ranchi
29464,"Ranchi University, Ranchi (Id: U-0209)","N.N GHOSH TEACHERS TT COLLEGE, JAMUNARY, KANKE (Id: C-47756)",Affiliated College,Jharkhand,Ranchi
29465,"Ranchi University, Ranchi (Id: U-0209)","PATEL B.ED. COLLEGE, KATAMKUKU, LODHMA KARA (Id: C-47752)",Affiliated College,Jharkhand,Ranchi
29466,"Ranchi University, Ranchi (Id: U-0209)","P. P. K. College, Bundu (Id: C-15048)",Constituent / University College,Jharkhand,Ranchi
29467,"Ranchi University, Ranchi (Id: U-0209)",P. V. A. E. College (Id: C-15052),Affiliated College,Jharkhand,Gumla
29468,"Ranchi University, Ranchi (Id: U-0209)",Rajendra Institute of Medical Sciences (RIMS) (Id: C-43265),Affiliated College,Jharkhand,Ranchi
29469,"Ranchi University, Ranchi (Id: U-0209)","RAM TAHAL CHOUDHARY COLLEGE, RANCHI (Id: C-47761)",Affiliated College,Jharkhand,Ranchi
29470,"Ranchi University, Ranchi (Id: U-0209)",Ranchi College (Id: C-15061),Constituent / University College,Jharkhand,Ranchi
29471,"Ranchi University, Ranchi (Id: U-0209)",Ranchi Women's College (Id: C-15051),Constituent / University College,Jharkhand,Ranchi
29472,"Ranchi University, Ranchi (Id: U-0209)","RINPAS, Kanke (Id: C-43266)",Affiliated College,Jharkhand,Ranchi
29473,"Ranchi University, Ranchi (Id: U-0209)",R. L. S. Y. College (Id: C-15062),Constituent / University College,Jharkhand,Ranchi
29474,"Ranchi University, Ranchi (Id: U-0209)",R. T. C. College of Education (Id: C-15042),Affiliated College,Jharkhand,Ranchi
29475,"Ranchi University, Ranchi (Id: U-0209)",RTC College of Technology (Id: C-43267),Affiliated College,Jharkhand,Ranchi
29476,"Ranchi University, Ranchi (Id: U-0209)","SAMARPAN DEEP B.ED COLLEGE, USHAMATU, RATU RANCHI (Id: C-47747)",Affiliated College,Jharkhand,Ranchi
29477,"Ranchi University, Ranchi (Id: U-0209)",SANGHMITRA B.ED COLLEGE CHUTUPALU (Id: C-47743),Affiliated College,Jharkhand,Ranchi
29478,"Ranchi University, Ranchi (Id: U-0209)",Santosh College of Education (Id: C-15067),Affiliated College,Jharkhand,Ranchi
29479,"Ranchi University, Ranchi (Id: U-0209)",S. G. M. College (Id: C-15045),Affiliated College,Jharkhand,Ranchi
29480,"Ranchi University, Ranchi (Id: U-0209)","SHAHEED SHEKH BHIKHARI COLLEGE, OF EDUCATION, SUIYAMBAY, PETHORIA, RANCHI (Id: C-47745)",Affiliated College,Jharkhand,Ranchi
29481,"Ranchi University, Ranchi (Id: U-0209)","Silli College, Silli (Id: C-15060)",Affiliated College,Jharkhand,Ranchi
29482,"Ranchi University, Ranchi (Id: U-0209)",Simdega College (Id: C-15074),Constituent / University College,Jharkhand,Simdega
29483,"Ranchi University, Ranchi (Id: U-0209)",S. K. Bage College (Id: C-15053),Affiliated College,Jharkhand,Gumla
29484,"Ranchi University, Ranchi (Id: U-0209)","S.N SINHA INSTITUTE OF BUSINESS MANAGEMENT, DHURWA (Id: C-47738)",Affiliated College,Jharkhand,Ranchi
29485,"Ranchi University, Ranchi (Id: U-0209)",S. S. Memorial College (Id: C-15059),Constituent / University College,Jharkhand,Ranchi
29486,"Ranchi University, Ranchi (Id: U-0209)",St. Joseph College (Id: C-15046),Affiliated College,Jharkhand,Khunti
29487,"Ranchi University, Ranchi (Id: U-0209)","ST. PAULS COLLEGE, RANCHI (Id: C-47736)",Affiliated College,Jharkhand,Ranchi
29488,"Ranchi University, Ranchi (Id: U-0209)",St. Xavier's College (Id: C-15058),Affiliated College,Jharkhand,Ranchi
29489,"Ranchi University, Ranchi (Id: U-0209)",Tana Bhagat College (Id: C-15071),Affiliated College,Jharkhand,Ranchi
29490,"Ranchi University, Ranchi (Id: U-0209)",TRIBAL COLLEGE OF NURSING (Id: C-49213),Affiliated College,Jharkhand,Ranchi
29491,"Ranchi University, Ranchi (Id: U-0209)","UDAY MEMORIAL B.ED COLLEGE, KEDAL, NEORI VIKASH, KANKE (Id: C-47751)",Affiliated College,Jharkhand,Ranchi
29492,"Ranchi University, Ranchi (Id: U-0209)","URSALINE WOMEN'S TEACHERS TRANING, LOHARDAGA (Id: C-47759)",Affiliated College,Jharkhand,Lohardaga
29493,"Ranchi University, Ranchi (Id: U-0209)","UTTRI KARANPURA SHARAMIK MAHAVIDYALAY, DAKRA (Id: C-47737)",Affiliated College,Jharkhand,Ranchi
29494,"Ranchi University, Ranchi (Id: U-0209)",Yogda Satsang College (Id: C-15069),Affiliated College,Jharkhand,Ranchi
29495,"Rani Channamma University, Belagavi (Id: U-0602)","ACHARY DESHBHSHANE COLLEGE OF EDUCATION, BEDIHAL (Id: C-10106)",Affiliated College,Karnataka,Belgaum
29496,"Rani Channamma University, Belagavi (Id: U-0602)","ANGADI INST., OF MANAGEMENT STUDIES, (BBA) , BELGAUM (Id: C-9942)",Affiliated College,Karnataka,Belgaum
29497,"Rani Channamma University, Belagavi (Id: U-0602)","ANGADI INST., OF MNG., STUDIES (BCA), BELGAUM (Id: C-10031)",Affiliated College,Karnataka,Belgaum
29498,"Rani Channamma University, Belagavi (Id: U-0602)","ANGADI INST., OF MNG., STUDIES (B, Com), BELGAUM (Id: C-10109)",Affiliated College,Karnataka,Belgaum
29499,"Rani Channamma University, Belagavi (Id: U-0602)","ANJUMAN ARTS/SCI/COMM COLLEGE, BIJAPUR (Id: C-10043)",Affiliated College,Karnataka,Bijapur
29500,"Rani Channamma University, Belagavi (Id: U-0602)","ANJUMAN-E-ISLAM EDU., COLLEGE, BIJAPUR (Id: C-10111)",Affiliated College,Karnataka,Bijapur
29501,"Rani Channamma University, Belagavi (Id: U-0602)","ANJUMAN - E - ISLAM'S ARTS & COMMERCE COLLEGE, BELGAUM (Id: C-10098)",Affiliated College,Karnataka,Belgaum
29502,"Rani Channamma University, Belagavi (Id: U-0602)","ANNAPOORNA INSTITUTE OF MANAGEMENT RESEARCH, SANKESHWAR (PG) (Id: C-10131)",Affiliated College,Karnataka,Belgaum
29503,"Rani Channamma University, Belagavi (Id: U-0602)",ARIHANT CHARITABLE MINORITY BSW COLLEGE MUDDEBIHAL (Id: C-9922),Affiliated College,Karnataka,Bijapur
29504,"Rani Channamma University, Belagavi (Id: U-0602)","ASNSS BHART RATNA DR.RADHAKRISHNAN B.ED COLLEGE, SANKESHWAR (Id: C-10191)",Affiliated College,Karnataka,Belgaum
29505,"Rani Channamma University, Belagavi (Id: U-0602)","A S S NARENDRA PHYSICAL EDN COLLEGE, BIJAPUR (Id: C-10096)",Affiliated College,Karnataka,Bijapur
29506,"Rani Channamma University, Belagavi (Id: U-0602)","ASS'SMT H A NANDI ARTS COLLEGE, ALMEL (Id: C-10080)",Affiliated College,Karnataka,Bijapur
29507,"Rani Channamma University, Belagavi (Id: U-0602)","AVVSS SHRI PARAPPA SANGAPPA SAJJAN ARTS COLLEGE , BEWOOR (Id: C-10008)",Affiliated College,Karnataka,Bagalkot
29508,"Rani Channamma University, Belagavi (Id: U-0602)","BANJARA B.ED COLLEGE, BIJAPUR (Id: C-9994)",Affiliated College,Karnataka,Bijapur
29509,"Rani Channamma University, Belagavi (Id: U-0602)",BASAVAGOUDA RAMANGOUDA PATIL BSW COLLEGE GOKAK (Id: C-9965),Affiliated College,Karnataka,Belgaum
29510,"Rani Channamma University, Belagavi (Id: U-0602)","BASAVAPHRABU KORE COLLEGE OF ARTS/SCIENCE / COMMERCE, CHIKKODI (Id: C-9989)",Affiliated College,Karnataka,Belgaum
29511,"Rani Channamma University, Belagavi (Id: U-0602)",BASAVESHWARA SCIENCE COLLEGE BAGALKOT (Id: C-10007),Affiliated College,Karnataka,Bagalkot
29512,"Rani Channamma University, Belagavi (Id: U-0602)","BASAVESHWAR COLLEGE OF PHYSICAL EDUCATION, BAGALKOTE (PG) (Id: C-9979)",Affiliated College,Karnataka,Bagalkot
29513,"Rani Channamma University, Belagavi (Id: U-0602)","BASAVESHWAR VEERSHAIVA VIDYAVARDHAK SANGHAS BASAVESHWAR ARTS SCIENCE AND COMMERCER COLLEGE, BAGALKOT (Id: C-46544)",Affiliated College,Karnataka,Bagalkot
29514,"Rani Channamma University, Belagavi (Id: U-0602)","BDBVS'S BANJARA ARTS COLLEGE, BIJAPUR (Id: C-9900)",Affiliated College,Karnataka,Bijapur
29515,"Rani Channamma University, Belagavi (Id: U-0602)","B.D.B.V.V.S'S BANJARA ARTS AND SCIENCE COLLEGE, BIJPAUR(PG) (Id: C-9880)",Affiliated College,Karnataka,Bijapur
29516,"Rani Channamma University, Belagavi (Id: U-0602)",B.D.P.H.W. Association Sharanappa M.Khed Arts & Commerce College Indi. (Id: C-10068),Affiliated College,Karnataka,Bijapur
29517,"Rani Channamma University, Belagavi (Id: U-0602)","BDPHW's Matoshri Ambavva Khed ARTS,COMM & SCIENCE COLLEGE, Bijapur (Id: C-9962)",Affiliated College,Karnataka,Bijapur
29518,"Rani Channamma University, Belagavi (Id: U-0602)","BELGAUM INSTITUTE OF MANAGEMENT STUDIES, BELAGAVI (PG) (Id: C-9990)",Affiliated College,Karnataka,Belgaum
29519,"Rani Channamma University, Belagavi (Id: U-0602)","BEYNON SMITH COLLEGE OF PHY., EDU, BELGAUM (Id: C-9885)",Affiliated College,Karnataka,Belgaum
29520,"Rani Channamma University, Belagavi (Id: U-0602)","BEYNON SMITH METHODIST DEGREE COLLEGE, BELGAUM (Id: C-9892)",Affiliated College,Karnataka,Belgaum
29521,"Rani Channamma University, Belagavi (Id: U-0602)","BHARATESH COLLEGE OF COMMERCE, BELGAUM (Id: C-10130)",Affiliated College,Karnataka,Belgaum
29522,"Rani Channamma University, Belagavi (Id: U-0602)","BHARATESH COLLEGE OF COMPUTER APPLICATION, BELGAUM (Id: C-9996)",Affiliated College,Karnataka,Belgaum
29523,"Rani Channamma University, Belagavi (Id: U-0602)","BHOMI SEVA SANSTHE DR.B R HIREMATH BSW COLLEG, MADHOL (Id: C-9888)",Affiliated College,Karnataka,Bagalkot
29524,"Rani Channamma University, Belagavi (Id: U-0602)","BHRATESH COLLEGE OF EDUCATION, BELLAD BAGEWADI (Id: C-10188)",Affiliated College,Karnataka,Belgaum
29525,"Rani Channamma University, Belagavi (Id: U-0602)","BIJAPUR EDUCATION ACADEMIS JAIN COLLEGE, BIJAPUR (Id: C-46554)",Affiliated College,Karnataka,Bijapur
29526,"Rani Channamma University, Belagavi (Id: U-0602)","BIRDs BSW COLLEGE, TUKKANATTI (Id: C-10136)",Affiliated College,Karnataka,Belgaum
29527,"Rani Channamma University, Belagavi (Id: U-0602)","BK COLLEGE OF ARTS, SCIENCE & COMMERCE COLLEGE, CHIKODI (PG) (Id: C-10155)",Affiliated College,Karnataka,Belgaum
29528,"Rani Channamma University, Belagavi (Id: U-0602)","BLDEA'S BASAVESHWAR ARTS&COMM COLLEGE, BASAVANBAGEWADI (Id: C-10156)",Affiliated College,Karnataka,Bijapur
29529,"Rani Channamma University, Belagavi (Id: U-0602)","BLDEA'S BBA COLLEGE, JAMAKHANDI (Id: C-10206)",Affiliated College,Karnataka,Bagalkot
29530,"Rani Channamma University, Belagavi (Id: U-0602)","BLDEAS COMM BHS ARTS & TGP SCI COLLEGE, JAMAKHANDI (Id: C-10028)",Affiliated College,Karnataka,Bagalkot
29531,"Rani Channamma University, Belagavi (Id: U-0602)","BLDEA'S COMMERCE, B H ARTS & TGP SCIENCE COLLEGE, JAMKHANDI (PG) (Id: C-10181)",Affiliated College,Karnataka,Bagalkot
29532,"Rani Channamma University, Belagavi (Id: U-0602)","BLDEAS J S S COLLEGE OF EDU., BIJAPUR (Id: C-10023)",Affiliated College,Karnataka,Bijapur
29533,"Rani Channamma University, Belagavi (Id: U-0602)","BLDEA'S NEW ARTS COLLEGE, TIKOTA (Id: C-10016)",Affiliated College,Karnataka,Bijapur
29534,"Rani Channamma University, Belagavi (Id: U-0602)","BLDEA's SP College of Commerce, Bijapur (Id: C-44849)",Affiliated College,Karnataka,Bijapur
29535,"Rani Channamma University, Belagavi (Id: U-0602)","B. SHANKARANAND ARTS COLLEGE, KUDACHI (Id: C-10137)",Affiliated College,Karnataka,Belgaum
29536,"Rani Channamma University, Belagavi (Id: U-0602)","B. SHANKARANAND NATIONAL ARTS COLLEGE, GHATAPRABHA (Id: C-10064)",Affiliated College,Karnataka,Belgaum
29537,"Rani Channamma University, Belagavi (Id: U-0602)","B.V.V.Sangha's BASAVESHWAR COMMERCE,COLLEGE, BAGALKOT (Id: C-10030)",Affiliated College,Karnataka,Bagalkot
29538,"Rani Channamma University, Belagavi (Id: U-0602)","BVV SANGH INST. OF MANAGEMENT STUDIES, BAGALKOTE (PG) (Id: C-9907)",Affiliated College,Karnataka,Bagalkot
29539,"Rani Channamma University, Belagavi (Id: U-0602)","BVVS BANJARA B.PED COLLEGE, BIJAPUR (Id: C-10194)",Affiliated College,Karnataka,Bijapur
29540,"Rani Channamma University, Belagavi (Id: U-0602)","BVVS PG DEPT. OF EDUCATION, , BAGALKOTE (PG) (Id: C-10153)",Affiliated College,Karnataka,Bagalkot
29541,"Rani Channamma University, Belagavi (Id: U-0602)","BVVS's BASAVESHWAR ARTS COLLEGE, BAGALKOT (Id: C-10092)",Affiliated College,Karnataka,Bagalkot
29542,"Rani Channamma University, Belagavi (Id: U-0602)","BVVSS COLLEGE OF EDUCATION, BAGALKOT (Id: C-9936)",Affiliated College,Karnataka,Bagalkot
29543,"Rani Channamma University, Belagavi (Id: U-0602)","BVVS SHRI S R KANTHI ARTS AND COMM COLLEGE, MADHOL (Id: C-9874)",Affiliated College,Karnataka,Bagalkot
29544,"Rani Channamma University, Belagavi (Id: U-0602)","BVVS THE PRESIDENCY B.ED COLLEGE, BIJAPUR (Id: C-10205)",Affiliated College,Karnataka,Bijapur
29545,"Rani Channamma University, Belagavi (Id: U-0602)","CHANNABASAPPA KARALE ARTS COMM COLLEGE, EXAMBA (Id: C-9905)",Affiliated College,Karnataka,Belgaum
29546,"Rani Channamma University, Belagavi (Id: U-0602)","CHAUSON COLLEGE OF EDUCATION, CHIKKODI (Id: C-9893)",Affiliated College,Karnataka,Belgaum
29547,"Rani Channamma University, Belagavi (Id: U-0602)","CHAUSON EDUCATION COLLEGE, CHIKKODI (PG) (Id: C-10063)",Affiliated College,Karnataka,Belgaum
29548,"Rani Channamma University, Belagavi (Id: U-0602)","CHETANA EDU., SOCI., CHETANA BBA COLLEGE, BIJAPUR (Id: C-9982)",Affiliated College,Karnataka,Bijapur
29549,"Rani Channamma University, Belagavi (Id: U-0602)","CHETANA EDU., SOCI.,CHETANA BCA COLLEGE, BIJAPUR (Id: C-9950)",Affiliated College,Karnataka,Bijapur
29550,"Rani Channamma University, Belagavi (Id: U-0602)","C L E SOCIETYS COLLEGE OF EDUCATION, CHIKKODI (Id: C-10052)",Affiliated College,Karnataka,Belgaum
29551,"Rani Channamma University, Belagavi (Id: U-0602)","CSB ARTS, MRP SCIENCE AND COMMERCE COLLEGE, RAMDURG (Id: C-9876)",Affiliated College,Karnataka,Belgaum
29552,"Rani Channamma University, Belagavi (Id: U-0602)","CTES'S ARTS & COMMERCE COLLEGE, CHIKKODI (Id: C-10170)",Affiliated College,Karnataka,Belgaum
29553,"Rani Channamma University, Belagavi (Id: U-0602)","CTES'S COLLEGE OF EDUCATION, , CHIKKODI (Id: C-9910)",Affiliated College,Karnataka,Belgaum
29554,"Rani Channamma University, Belagavi (Id: U-0602)","CTES'S COLLEGE OF PHYSICAL EDU., CHIKKODI (Id: C-10088)",Affiliated College,Karnataka,Belgaum
29555,"Rani Channamma University, Belagavi (Id: U-0602)","DMSM'S B K COLLEGE OF ARTS, SCIE & COMM COLLEGE, BELGAUM (Id: C-9933)",Affiliated College,Karnataka,Belgaum
29556,"Rani Channamma University, Belagavi (Id: U-0602)","DMSM'S COLLEGE OF BBA, BELGAUM (Id: C-9964)",Affiliated College,Karnataka,Belgaum
29557,"Rani Channamma University, Belagavi (Id: U-0602)","DMSM'S COLLEGE OF BCA, BELGAUM (Id: C-10091)",Affiliated College,Karnataka,Belgaum
29558,"Rani Channamma University, Belagavi (Id: U-0602)","G I B ARTS/SCIE/COMM COLLEGE, NIPPANI (Id: C-10141)",Affiliated College,Karnataka,Belgaum
29559,"Rani Channamma University, Belagavi (Id: U-0602)","GLOBAL BUSINESS SCHOOL, BELAGAVI (PG) (Id: C-10116)",Affiliated College,Karnataka,Belgaum
29560,"Rani Channamma University, Belagavi (Id: U-0602)",GOKAK EDUCATION SOCIETY'S B S W COLLEGE (Id: C-45087),Affiliated College,Karnataka,Belgaum
29561,"Rani Channamma University, Belagavi (Id: U-0602)","GOKAK EDUCATION SOCIETYS COLLEGE OF EDUCATION, GOKAK (Id: C-10075)",Affiliated College,Karnataka,Belgaum
29562,"Rani Channamma University, Belagavi (Id: U-0602)",GOMATESH VIDYAPEETH ARTS COLLEGE BELAGAVI (Id: C-10173),Affiliated College,Karnataka,Belgaum
29563,"Rani Channamma University, Belagavi (Id: U-0602)","GOMATESH VIDYAPEETH COLLEGE OF COMPUTER APPLICATION, BELGAUM (Id: C-9993)",Affiliated College,Karnataka,Belgaum
29564,"Rani Channamma University, Belagavi (Id: U-0602)",GOMATESH VIDYAPEETH COMMERCE BELAGAVI (Id: C-9890),Affiliated College,Karnataka,Belgaum
29565,"Rani Channamma University, Belagavi (Id: U-0602)","GOVINDRAM SEKSARIA SCIENCE COLLEGE, BELAGAVI (PG) (Id: C-9941)",Affiliated College,Karnataka,Belgaum
29566,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT.COLLEGE OF TEACHERS EDUCATION, BELGAUM (Id: C-10117)",Affiliated College,Karnataka,Belgaum
